Make,Model,Variant,Ex-Showroom_Price,Displacement,Cylinders,Valves_Per_Cylinder,Drivetrain,Emission_Norm,Fuel_Tank_Capacity,Fuel_Type,Height,Length,Width,Body_Type,Doors,Gears,Ground_Clearance,Odometer,Speedometer,Seating_Capacity,Transmission,ABS_(Anti-lock_Braking_System),EBD_(Electronic_Brake-force_Distribution),Number_of_Airbags
Hyundai,Tucson,4Wd At Gls Diesel,"Rs. 26,97,417",1995 cc,4,4,4WD,BS IV,62 litres,Diesel,1660 mm,4475 mm,1850 mm,SUV,5,5,,Yes,Analog,5,Automatic,Yes,Yes,6
Hyundai,Tucson,2Wd At Gls Petrol,"Rs. 23,73,522",1999 cc,4,4,FWD (Front Wheel Drive),BS IV,62 litres,Petrol,1660 mm,4475 mm,1850 mm,SUV,5,5,,Yes,Analog,5,Automatic,Yes,Yes,6
Hyundai,Tucson,2Wd At Gl(O) Petrol,"Rs. 22,46,749",1999 cc,4,4,FWD (Front Wheel Drive),BS IV,62 litres,Petrol,1660 mm,4475 mm,1850 mm,SUV,5,5,,Yes,Analog,5,Automatic,Yes,Yes,6
Hyundai,Tucson,2Wd At Gl(O) Diesel,"Rs. 24,23,720",1995 cc,4,4,FWD (Front Wheel Drive),BS IV,62 litres,Diesel,1660 mm,4475 mm,1850 mm,SUV,5,5,,Yes,Analog,5,Automatic,Yes,Yes,6
Volkswagen,Passat,2.0 Tdi Comfortline,"Rs. 30,21,500",1968 cc,4,4,FWD (Front Wheel Drive),BS IV,55 litres,Diesel,1456 mm,4767 mm,1832 mm,Sedan,4,7,,Digital,Analog,5,Automatic,Yes,Yes,9
Volkswagen,Passat,2.0 Tdi Highline,"Rs. 33,21,500",1968 cc,4,4,FWD (Front Wheel Drive),BS IV,66 litres,Diesel,1456 mm,4767 mm,1832 mm,Sedan,4,7,,Digital,Analog,5,Automatic,Yes,Yes,9
Volkswagen,Passat,2.0 Tdi Comfortline Connect,"Rs. 25,99,000",1968 cc,4,4,FWD (Front Wheel Drive),BS IV,55 litres,Diesel,1456 mm,4767 mm,1832 mm,Sedan,4,7,,Digital,Analog,5,Automatic,Yes,Yes,9
Volkswagen,Passat,2.0 Tdi Highline Connect,"Rs. 28,99,000",1968 cc,4,4,FWD (Front Wheel Drive),BS IV,66 litres,Diesel,1456 mm,4767 mm,1832 mm,Sedan,4,7,,Digital,Analog,5,Automatic,Yes,Yes,9
Mercedes-Benz,Mercedes-Benz A-Class,180,"Rs. 27,85,288",1595 cc,4,,FWD (Front Wheel Drive),BS IV,50 litres,Petrol,1433 mm,4292 mm,1780 mm,Hatchback,5,7,160 mm,Digital,Analog,5,Automatic,Yes,Yes,8
Mercedes-Benz,Mercedes-Benz A-Class,200D,"Rs. 28,86,871",2143 cc,4,4,FWD (Front Wheel Drive),BS IV,50 litres,Diesel,1433 mm,4292 mm,2022 mm,Hatchback,5,7,160 mm,Digital,Analog,5,Automatic,Yes,Yes,8
Volvo,V40 Cross Country,D3,"Rs. 32,83,000",1984 cc,5,4,FWD (Front Wheel Drive),BS IV,60 litres,Diesel,1458 mm,4370 mm,1783 mm,Hatchback,5,6,132 mm,Digital,Digital,5,Automatic,Yes,Yes,7
Volvo,V40 Cross Country,T4,"Rs. 29,62,000",1596 cc,4,4,FWD (Front Wheel Drive),BS IV,50 litres,Petrol,1470 mm,4370 mm,1857 mm,Hatchback,5,6,132 mm,Digital,Digital,5,Automatic,Yes,Yes,7
Mini,Countryman,Cooper S,"Rs. 34,90,000",1998 cc,4,4,FWD (Front Wheel Drive),BS IV,47 litres,Petrol,1557 mm,4299 mm,1822 mm,Hatchback,5,8,,Yes,Yes,5,Automatic,Yes,Yes,6
Mini,Countryman,Cooper Sd,"Rs. 37,40,000",1998 cc,4,4,FWD (Front Wheel Drive),BS IV,47 litres,Diesel,1557 mm,4299 mm,1822 mm,Hatchback,5,8,,Yes,Analog,5,Automatic,Yes,Yes,6
Mini,Countryman,Cooper S Jcw Inspired,"Rs. 41,40,000",1998 cc,4,4,FWD (Front Wheel Drive),BS IV,47 litres,Petrol,1557 mm,4299 mm,1822 mm,Hatchback,5,8,,Yes,Yes,5,Automatic,Yes,Yes,6
Mini,Countryman,Black Edition,"Rs. 42,40,000",1998 cc,4,4,FWD (Front Wheel Drive),BS IV,47 litres,Petrol,1557 mm,4299 mm,1822 mm,Hatchback,5,8,,Yes,Yes,5,Automatic,Yes,Yes,6
Mercedes-Benz,Mercedes-Benz C-Class,C 220D Prime,"Rs. 40,20,000",1950 cc,4,4,RWD (Rear Wheel Drive),BS 6,66 litres,Diesel,1442 mm,4686 mm,1810 mm,Sedan,4,9,157 mm,Digital,Analog,5,Automatic,Yes,Yes,7
Mercedes-Benz,Mercedes-Benz C-Class,C 220D Progressive,"Rs. 46,70,000",1950 cc,4,4,RWD (Rear Wheel Drive),BS 6,66 litres,Diesel,1442 mm,4686 mm,1810 mm,Sedan,4,9,157 mm,Digital,Analog,5,Automatic,Yes,Yes,7
Mercedes-Benz,Mercedes-Benz C-Class,C 300D Amg Line,"Rs. 49,74,750",1950 cc,4,4,RWD (Rear Wheel Drive),BS 6,66 litres,Diesel,1442 mm,4686 mm,1810 mm,Sedan,4,9,157 mm,Digital,Analog,5,Automatic,Yes,Yes,7
Mercedes-Benz,Mercedes-Benz C-Class,C 43 Amg,"Rs. 75,00,000",3982 cc,8,4,RWD (Rear Wheel Drive),BS 6,66 litres,Petrol,1426 mm,4756 mm,1839 mm,Coupe,4,7,112 mm,Digital,Analog,5,Automatic,Yes,Yes,7
Mercedes-Benz,Mercedes-Benz C-Class,C 200 Prime,"Rs. 40,90,000",1497 cc,4,4,RWD (Rear Wheel Drive),BS 6,66 litres,Petrol,1442 mm,4686 mm,1810 mm,Sedan,4,9,157 mm,Digital,Analog,5,Automatic,Yes,Yes,7
Mercedes-Benz,Mercedes-Benz C-Class,C 200 Progressive,"Rs. 46,54,000",1497 cc,4,4,RWD (Rear Wheel Drive),BS 6,66 litres,Petrol,1442 mm,4686 mm,1810 mm,Sedan,4,9,157 mm,Digital,Analog,5,Automatic,Yes,Yes,7
Toyota,Prius,Z8,"Rs. 45,09,000",1798 cc,4,4,FWD (Front Wheel Drive),BS IV,43 litres,Hybrid,1490 mm,4540 mm,1760 mm,Sedan,4,5,165 mm,Digital,Analog,5,Automatic,Yes,Yes,7
Lexus,Es,300H,"Rs. 56,95,000",2487 cc,4,4,FWD (Front Wheel Drive),BS IV,,Hybrid,1445 mm,4975 mm,1865 mm,Sedan,4,,,Digital,Analog,5,Automatic,Yes,Yes,10
Lexus,Nx 300H,F-Sport,"Rs. 60,60,000",2494 cc,6,4,AWD (All Wheel Drive),BS IV,56 litres,Petrol,1645 mm,4.64 mm,1.845 mm,SUV,4,,,Digital,Analog,5,Automatic,Yes,Yes,8
Lexus,Nx 300H,Luxury,"Rs. 59,90,000",2494 cc,6,4,AWD (All Wheel Drive),BS IV,56 litres,Petrol,1645 mm,4640 mm,1845 mm,SUV,4,,,Digital,Analog,5,Automatic,Yes,Yes,8
Jaguar,F-Pace,Prestige,"Rs. 64,63,780",1999 cc,4,4,AWD (All Wheel Drive),BS IV,60 litres,Diesel,1651 mm,4731 mm,2175 mm,SUV,5,,213 mm,Analog,Digital,5,Automatic,Yes,Yes,6
Jaguar,F-Pace,Prestige Petrol,"Rs. 64,22,809",1997 cc,4,4,AWD (All Wheel Drive),BS IV,60 litres,Petrol,1651 mm,4731 mm,2175 mm,SUV,5,,213 mm,Analog,Digital,5,Automatic,Yes,Yes,6
Volvo,V90 Cross Country,D5 Inscription,"Rs. 65,31,000",1969 cc,4,4,AWD (All Wheel Drive),BS IV,60 litres,Diesel,1543 mm,4950 mm,2052 mm,SUV,5,8,210 mm,Digital,Analog,5,Automatic,Yes,Yes,6
Audi,A5 Cabriolet,2.0 Tdi,"Rs. 69,48,200",1968 cc,4,,FWD (Front Wheel Drive),BS IV,58 litres,Diesel,1386 mm,4733 mm,1843 mm,Convertible,2,7,,Yes,Digital,4,Automatic,Yes,Yes,4
Mercedes-Benz,Mercedes-Benz Gle,300D 4Matic,"Rs. 73,70,000",1950 cc,4,4,AWD (All Wheel Drive),BS 6,93 litres,Diesel,1772 mm,4924 mm,2157 mm,SUV,5,9,,Digital,Analog,5,Automatic,Yes,Yes,7
Mercedes-Benz,Mercedes-Benz Gle,400D 4Matic Hip Hop Edition,"Rs. 1,25,00,000",2925 cc,6,4,AWD (All Wheel Drive),BS 6,93 litres,Diesel,1772 mm,4924 mm,2157 mm,SUV,5,9,,Digital,Analog,5,Automatic,Yes,Yes,7
Mercedes-Benz,Mercedes-Benz Cls,300D,"Rs. 84,70,000",1950 cc,4,,RWD (Rear Wheel Drive),BS 6,,Diesel,1435 mm,4988 mm,1890 mm,Sedan,5,9,,Digital,Digital,5,Automatic,Yes,Yes,7
Bmw,X7,Xdrive 40I,"Rs. 1,04,90,000",2998 cc,6,4,AWD (All Wheel Drive),BS 6,80 litres,Petrol,1805 mm,5151 mm,2000 mm,SUV,5,8,,Digital,Digital,7,Automatic,Yes,Yes,9
Bmw,X7,Xdrive30D Dpe Signature,"Rs. 1,02,50,000",2993 cc,6,4,AWD (All Wheel Drive),BS 6,80 litres,Diesel,1805 mm,5151 mm,2000 mm,SUV,5,8,,Digital,Digital,7,Automatic,Yes,Yes,9
Bmw,M4,Coupe,"Rs. 1,35,90,000",2979 cc,6,4,RWD (Rear Wheel Drive),BS IV,60 litres,Petrol,1383 mm,4671 mm,1870 mm,Coupe,2,7,121 mm,Digital,Analog,4,Automatic,Yes,Yes,10
Porsche,911,Carrera S,"Rs. 1,74,20,000",2981 cc,6,4,AWD (All Wheel Drive),BS 6,64 litres,Petrol,1300 mm,4519 mm,1852 mm,Coupe,2,8,,Digital,Analog,4,Automatic,Yes,Yes,4
Porsche,911,Carrera S Cabriolet,"Rs. 1,88,44,000",2981 cc,6,4,AWD (All Wheel Drive),BS 6,64 litres,Petrol,1299 mm,4519 mm,1852 mm,Convertible,2,8,,Digital,Analog,4,Automatic,Yes,Yes,4
Nissan,Gtr,3.8 V6,"Rs. 2,12,40,272",3799 cc,6,4,AWD (All Wheel Drive),BS IV,74 litres,Petrol,1370 mm,4710 mm,1895 mm,Coupe,2,6,110 mm,Analog,Analog,4,Automatic,Yes,Yes,6
Aston Martin,Vantage,Coupe,"Rs. 2,95,00,000",3982 cc,8,4,RWD (Rear Wheel Drive),BS IV,73 litres,Petrol,1273 mm,4465 mm,2153 mm,Coupe,2,8,122 mm,,,2,Automatic,,,6
Aston Martin,Rapide,Luxe,"Rs. 3,88,45,823",5935 cc,12,4,RWD (Rear Wheel Drive),BS IV,90.5 litres,Petrol,1360 mm,5019 mm,1929 mm,Sedan,4,8,108 mm,Digital,Analog,4,Automatic,Yes,Yes,8
Ferrari,812 Superfast,Superfast,"Rs. 5,20,00,000",6496 cc,12,,AWD (All Wheel Drive),BS IV,92 litres,Petrol,1276 mm,4657 mm,1971 mm,Coupe,2,7,,Digital,Digital,2,Automatic,Yes,Yes,4
Maruti Suzuki,Alto 800 Tour,H1,"Rs. 3,54,235",796 cc,3,4,FWD (Front Wheel Drive),BS IV,35 litres,Petrol,1475 mm,3430 mm,1490 mm,Hatchback,5,5,160 mm,Digital,Analog,5,Manual,,,
Maruti Suzuki,Alto 800 Tour,H1 (O),"Rs. 3,56,559",796 cc,3,4,FWD (Front Wheel Drive),BS IV,35 litres,Petrol,1475 mm,3395 mm,1490 mm,Hatchback,5,5,160 mm,Digital,Analog,5,Manual,,,1
Hyundai,Grand I10 Nios,Magna 1.2 Crdi,"Rs. 6,75,090",1186 cc,3,4,FWD (Front Wheel Drive),BS 6,37 litres,Diesel,1520 mm,3805 mm,1680 mm,Hatchback,5,5,,Digital,"Analog, Digital",5,Manual,Yes,Yes,2
Hyundai,Grand I10 Nios,Era 1.2 Vtvt,"Rs. 5,04,990",1197 cc,4,4,FWD (Front Wheel Drive),BS 6,37 litres,Petrol,1520 mm,3805 mm,1680 mm,Hatchback,5,5,165 mm,Digital,Analog,5,Manual,Yes,Yes,2
Hyundai,Grand I10 Nios,Magna 1.2 Vtvt,"Rs. 5,89,610",1197 cc,4,4,FWD (Front Wheel Drive),BS 6,37 litres,Petrol,1520 mm,3805 mm,1680 mm,Hatchback,5,5,165 mm,Digital,Analog,5,Manual,Yes,Yes,2
Hyundai,Grand I10 Nios,Magna Amt 1.2 Vtvt,"Rs. 6,42,610",1197 cc,4,4,FWD (Front Wheel Drive),BS 6,37 litres,Petrol,1520 mm,3805 mm,1680 mm,Hatchback,5,5,165 mm,Digital,Analog,5,Automatic,Yes,Yes,2
Hyundai,Grand I10 Nios,Sportz 1.2 Vtvt,"Rs. 6,43,350",1197 cc,4,4,FWD (Front Wheel Drive),BS 6,37 litres,Petrol,1520 mm,3805 mm,1680 mm,Hatchback,5,5,165 mm,Digital,Analog,5,Manual,Yes,Yes,2
Hyundai,Grand I10 Nios,Sportz Amt 1.2 Vtvt,"Rs. 7,03,350",1197 cc,4,4,FWD (Front Wheel Drive),BS 6,37 litres,Petrol,1520 mm,3805 mm,1680 mm,Hatchback,5,5,165 mm,Digital,Analog,5,Automatic,Yes,Yes,2
Hyundai,Grand I10 Nios,Sportz Dual Tone 1.2 Vtvt,"Rs. 6,73,350",1197 cc,4,4,FWD (Front Wheel Drive),BS 6,37 litres,Petrol,1520 mm,3805 mm,1680 mm,Hatchback,5,5,165 mm,Digital,Analog,5,Manual,Yes,Yes,2
Hyundai,Grand I10 Nios,Asta 1.2 Vtvt,"Rs. 7,18,950",1197 cc,4,4,FWD (Front Wheel Drive),BS 6,37 litres,Petrol,1520 mm,3805 mm,1680 mm,Hatchback,5,5,165 mm,Digital,Analog,5,Manual,Yes,Yes,2
Hyundai,Grand I10 Nios,Sportz Amt 1.2 Crdi,"Rs. 7,90,350",1186 cc,3,4,FWD (Front Wheel Drive),BS 6,37 litres,Diesel,1520 mm,3805 mm,1680 mm,Hatchback,5,5,,Digital,"Analog, Digital",5,Automatic,Yes,Yes,2
Hyundai,Grand I10 Nios,Asta 1.2 Crdi,"Rs. 8,04,450",1186 cc,3,4,FWD (Front Wheel Drive),BS 6,37 litres,Diesel,1520 mm,3805 mm,1680 mm,Hatchback,5,5,,Digital,"Analog, Digital",5,Manual,Yes,Yes,2
Hyundai,Xcent,S 1.2,"Rs. 6,43,769",1197 cc,4,4,FWD (Front Wheel Drive),BS IV,43 litres,Petrol,1520 mm,3995 mm,1660 mm,Sedan,4,5,165 mm,Digital,Analog,5,Manual,Yes,Yes,2
Hyundai,Xcent,S At 1.2,"Rs. 7,33,734",1197 cc,4,4,FWD (Front Wheel Drive),BS IV,43 litres,Petrol,1520 mm,3995 mm,1660 mm,Sedan,4,4,165 mm,,,5,Automatic,Yes,Yes,2
Hyundai,Xcent,Sx 1.2,"Rs. 7,05,546",1197 cc,4,4,FWD (Front Wheel Drive),BS IV,43 litres,Petrol,1520 mm,3995 mm,1660 mm,Sedan,4,5,165 mm,Digital,Analog,5,Manual,Yes,Yes,2
Hyundai,Xcent,Sx 1.2 (O),"Rs. 7,82,346",1197 cc,4,4,FWD (Front Wheel Drive),BS IV,43 litres,Petrol,1520 mm,3995 mm,1660 mm,Sedan,4,5,165 mm,Digital,Analog,5,Manual,Yes,Yes,2
Hyundai,Xcent,S 1.2 Crdi,"Rs. 7,42,033",1120 cc,3,4,FWD (Front Wheel Drive),BS IV,43 litres,Diesel,1520 mm,3995 mm,1660 mm,Sedan,4,5,165 mm,Digital,Analog,5,Manual,Yes,Yes,2
Hyundai,Xcent,E,"Rs. 5,81,078",1197 cc,4,4,FWD (Front Wheel Drive),BS IV,43 litres,Petrol,1520 mm,3995 mm,1660 mm,Sedan,4,5,165 mm,Digital,Analog,5,Manual,Yes,Yes,2
Hyundai,Xcent,Sx 1.2 Crdi,"Rs. 7,98,558",1120 cc,3,4,FWD (Front Wheel Drive),BS IV,43 litres,Diesel,1520 mm,3995 mm,1660 mm,Sedan,4,5,165 mm,Digital,Analog,5,Manual,Yes,Yes,2
Hyundai,Xcent,Sx 1.2 Crdi (O),"Rs. 8,75,358",1120 cc,3,4,FWD (Front Wheel Drive),BS IV,43 litres,Diesel,1520 mm,3995 mm,1660 mm,Sedan,4,5,165 mm,Digital,Analog,5,Manual,Yes,Yes,2
Hyundai,Xcent,E Crdi,"Rs. 6,73,261",1197 cc,4,4,FWD (Front Wheel Drive),BS IV,43 litres,Diesel,1520 mm,3995 mm,1660 mm,Sedan,4,5,165 mm,Digital,Analog,5,Manual,Yes,Yes,2
Nissan,Micra,Xl (O) Cvt,"Rs. 6,62,880",1198 cc,3,12,FWD (Front Wheel Drive),BS IV,41 litres,Petrol,1530 mm,3825 mm,1665 mm,Hatchback,5,5,154 mm,Digital,Analog,5,Automatic,Yes,Yes,2
Nissan,Micra,Xv Cvt,"Rs. 7,81,686",1198 cc,3,12,FWD (Front Wheel Drive),BS IV,41 litres,Petrol,1530 mm,3825 mm,1665 mm,Hatchback,5,5,154 mm,Digital,Analog,5,Automatic,Yes,Yes,2
Nissan,Micra,Xld (O),"Rs. 7,43,504",1461 cc,4,8,FWD (Front Wheel Drive),BS IV,41 litres,Diesel,1525 mm,3825 mm,1665 mm,Hatchback,5,5,150 mm,Digital,Analog,5,Manual,Yes,Yes,2
Nissan,Micra,Xvd,"Rs. 8,12,964",1461 cc,4,2,FWD (Front Wheel Drive),BS IV,41 litres,Diesel,1525 mm,3825 mm,1665 mm,Hatchback,5,5,150 mm,Digital,Analog,5,Manual,Yes,Yes,2
Mahindra,Bolero,Zlx,"Rs. 9,42,263",2523 cc,4,2,FWD (Front Wheel Drive),BS IV,60 litres,Diesel,1880 mm,4107 mm,1745 mm,SUV,5,5,180 mm,Digital,Digital,7,Manual,,,
Mahindra,Bolero,Slx,"Rs. 9,17,055",2523 cc,4,2,FWD (Front Wheel Drive),BS IV,60 litres,Diesel,1880 mm,4107 mm,1745 mm,SUV,5,5,180 mm,Digital,Digital,7,Manual,,,
Mahindra,Bolero,Sle,"Rs. 8,60,720",2523 cc,4,2,FWD (Front Wheel Drive),BS IV,60 litres,Diesel,1880 mm,4107 mm,1745 mm,SUV,5,5,180 mm,Digital,Digital,7,Manual,,,
Mahindra,Bolero,Ex,"Rs. 8,15,883",2523 cc,4,2,FWD (Front Wheel Drive),BS IV,60 litres,Diesel,1910 mm,4221 mm,1745 mm,SUV,5,5,183 mm,Digital,Yes,7,Manual,,,
Mahindra,Bolero,Ex Non Ac,"Rs. 7,73,678",2523 cc,4,2,FWD (Front Wheel Drive),BS IV,60 litres,Diesel,1910 mm,4221 mm,1745 mm,SUV,5,5,183 mm,Digital,Yes,7,Manual,,,
Maruti Suzuki,Ciaz,1.3L Alpha Smart Hybrid,"Rs. 11,02,689",1248 cc,4,4,FWD (Front Wheel Drive),BS IV,43 litres,Diesel,1485 mm,4490 mm,1730 mm,Sedan,4,5,170 mm,Digital,Analog,5,Manual,Yes,Yes,2
Maruti Suzuki,Ciaz,1.3L Sigma Smart Hybrid,"Rs. 9,19,689",1248 cc,4,4,FWD (Front Wheel Drive),BS IV,43 litres,Diesel,1485 mm,4490 mm,1730 mm,Sedan,4,5,170 mm,Digital,Analog,5,Manual,Yes,Yes,2
Maruti Suzuki,Ciaz,1.3L Delta Smart Hybrid,"Rs. 9,80,689",1248 cc,4,4,FWD (Front Wheel Drive),BS IV,43 litres,Diesel,1485 mm,4490 mm,1730 mm,Sedan,4,5,170 mm,Digital,Analog,5,Manual,Yes,Yes,2
Maruti Suzuki,Ciaz,1.3L Zeta Smart Hybrid,"Rs. 10,62,689",1248 cc,4,4,FWD (Front Wheel Drive),BS IV,43 litres,Diesel,1485 mm,4490 mm,1730 mm,Sedan,4,5,170 mm,Digital,Analog,5,Manual,Yes,Yes,2
Maruti Suzuki,Ciaz,1.5L Sigma Smart Hybrid,"Rs. 8,19,689",1462 cc,4,4,FWD (Front Wheel Drive),BS 6,43 litres,Petrol,1485 mm,4490 mm,1730 mm,Sedan,4,5,170 mm,Digital,Analog,5,Manual,Yes,Yes,2
Maruti Suzuki,Ciaz,1.5L Delta Smart Hybrid,"Rs. 8,81,689",1462 cc,4,4,FWD (Front Wheel Drive),BS 6,43 litres,Petrol,1485 mm,4490 mm,1730 mm,Sedan,4,5,170 mm,Digital,Analog,5,Manual,Yes,Yes,2
Maruti Suzuki,Ciaz,1.5L Zeta Smart Hybrid,"Rs. 9,58,689",1462 cc,4,4,FWD (Front Wheel Drive),BS 6,43 litres,Petrol,1485 mm,4490 mm,1730 mm,Sedan,4,5,170 mm,Digital,Analog,5,Manual,Yes,Yes,2
Maruti Suzuki,Ciaz,1.5L Alpha Smart Hybrid,"Rs. 9,97,689",1462 cc,4,4,FWD (Front Wheel Drive),BS 6,43 litres,Petrol,1485 mm,4490 mm,1730 mm,Sedan,4,5,170 mm,Digital,Analog,5,Manual,Yes,Yes,2
Maruti Suzuki,Ciaz,1.5L Delta At Smart Hybrid,"Rs. 9,80,689",1462 cc,4,4,FWD (Front Wheel Drive),BS 6,43 litres,Petrol,1485 mm,4490 mm,1730 mm,Sedan,4,4,170 mm,Digital,Analog,5,Automatic,Yes,Yes,2
Maruti Suzuki,Ciaz,1.5L Zeta At Smart Hybrid,"Rs. 10,58,688",1462 cc,4,4,FWD (Front Wheel Drive),BS 6,43 litres,Petrol,1485 mm,4490 mm,1730 mm,Sedan,4,4,170 mm,Digital,Analog,5,Automatic,Yes,Yes,2
Maruti Suzuki,Ciaz,1.5L Alpha At Smart Hybrid,"Rs. 10,98,689",1462 cc,4,4,FWD (Front Wheel Drive),BS 6,43 litres,Petrol,1485 mm,4490 mm,1730 mm,Sedan,4,4,170 mm,Digital,Analog,5,Automatic,Yes,Yes,2
Maruti Suzuki,Ciaz,1.5L Alpha,"Rs. 11,38,189",1498 cc,4,4,FWD (Front Wheel Drive),BS IV,43 litres,Diesel,1485 mm,4490 mm,1730 mm,Sedan,4,6,170 mm,Digital,Analog,5,Manual,Yes,Yes,2
Maruti Suzuki,Ciaz,1.5L Delta,"Rs. 9,97,689",1498 cc,4,4,FWD (Front Wheel Drive),BS IV,43 litres,Diesel,1485 mm,4490 mm,1730 mm,Sedan,4,6,170 mm,Digital,Analog,5,Manual,Yes,Yes,2
Maruti Suzuki,Ciaz,1.5L Zeta,"Rs. 11,09,189",1498 cc,4,4,FWD (Front Wheel Drive),BS IV,43 litres,Diesel,1485 mm,4490 mm,1730 mm,Sedan,4,6,170 mm,Digital,Analog,5,Manual,Yes,Yes,2
Skoda,Rapid,1.6 Mpi Ambition,"Rs. 9,98,599",1598 cc,4,4,FWD (Front Wheel Drive),BS IV,55 litres,Petrol,1466 mm,4413 mm,1699 mm,Sedan,4,5,163 mm,Digital,Analog,5,Manual,Yes,,2
Skoda,Rapid,1.5 Tdi Cr Active,"Rs. 10,06,139",1498 cc,4,4,FWD (Front Wheel Drive),BS IV,55 litres,Diesel,1466 mm,4413 mm,1699 mm,Sedan,4,5,163 mm,Digital,Analog,5,Manual,Yes,,2
Skoda,Rapid,1.6 Mpi Active,"Rs. 8,81,916",1598 cc,4,4,FWD (Front Wheel Drive),BS IV,55 litres,Petrol,1466 mm,4413 mm,1699 mm,Sedan,4,5,163 mm,Digital,Analog,5,Manual,Yes,,2
Skoda,Rapid,1.5 Tdi Cr Ambition,"Rs. 11,29,599",1498 cc,4,4,FWD (Front Wheel Drive),BS IV,55 litres,Diesel,1466 mm,4413 mm,1699 mm,Sedan,4,5,163 mm,Digital,Analog,5,Manual,Yes,,2
Skoda,Rapid,1.5 Tdi Cr Ambition At,"Rs. 12,49,599",1498 cc,4,4,FWD (Front Wheel Drive),BS IV,55 litres,Diesel,1466 mm,4413 mm,1699 mm,Sedan,4,7,163 mm,Digital,Analog,5,Automatic,Yes,,2
Skoda,Rapid,1.6 Mpi Style At,"Rs. 12,43,599",1598 cc,4,4,FWD (Front Wheel Drive),BS IV,55 litres,Petrol,1466 mm,4413 mm,1699 mm,Sedan,4,7,163 mm,Digital,Analog,5,Automatic,Yes,,2
Skoda,Rapid,1.5 Tdi Cr Style At,"Rs. 13,99,599",1498 cc,4,4,FWD (Front Wheel Drive),BS IV,55 litres,Diesel,1466 mm,4413 mm,1699 mm,Sedan,4,5,163 mm,Digital,Analog,5,Automatic,Yes,,2
Skoda,Rapid,1.5 Tdi Cr Style,"Rs. 12,73,599",1498 cc,4,4,FWD (Front Wheel Drive),BS IV,55 litres,Diesel,1466 mm,4413 mm,1699 mm,Sedan,4,5,163 mm,Digital,Analog,5,Manual,Yes,,2
Skoda,Rapid,1.6 Mpi Style,"Rs. 11,15,599",1598 cc,4,4,FWD (Front Wheel Drive),BS IV,55 litres,Petrol,1466 mm,4413 mm,1699 mm,Sedan,4,5,163 mm,Digital,Analog,5,Manual,Yes,,2
Skoda,Rapid,1.6 Mpi Ambition At,"Rs. 9,99,599",1598 cc,4,4,FWD (Front Wheel Drive),BS IV,55 litres,Petrol,1466 mm,4413 mm,1699 mm,Sedan,4,5,163 mm,Digital,Analog,5,Automatic,Yes,,2
Skoda,Rapid,Onyx Mt Petrol,"Rs. 9,75,599",1598 cc,4,4,FWD (Front Wheel Drive),BS IV,55 litres,Petrol,1466 mm,4413 mm,1699 mm,Sedan,4,5,163 mm,Digital,Analog,5,Manual,Yes,,2
Skoda,Rapid,Onyx At Petrol,"Rs. 10,99,599",1598 cc,4,4,FWD (Front Wheel Drive),BS IV,55 litres,Petrol,1466 mm,4413 mm,1699 mm,Sedan,4,7,163 mm,Digital,Analog,5,Automatic,Yes,,2
Skoda,Rapid,Onyx Mt Diesel,"Rs. 11,58,599",1498 cc,4,4,FWD (Front Wheel Drive),BS IV,55 litres,Diesel,1466 mm,4413 mm,1699 mm,Sedan,4,5,163 mm,Digital,Analog,5,Manual,Yes,,2
Skoda,Rapid,Onyx At Diesel,"Rs. 12,73,599",1498 cc,4,4,FWD (Front Wheel Drive),BS IV,55 litres,Diesel,1466 mm,4413 mm,1699 mm,Sedan,4,5,163 mm,Digital,Analog,5,Automatic,Yes,,2
Fiat,Abarth Punto,1.4 T-Jet,"Rs. 9,80,970",1368 cc,4,4,FWD (Front Wheel Drive),BS IV,,Petrol,1505 mm,3989 mm,1687 mm,Hatchback,5,5,155 mm,Digital,Analog,5,Manual,Yes,Yes,2
Hyundai,Creta,1.4 Crdi E Plus,"Rs. 9,99,990",1396 cc,4,4,FWD (Front Wheel Drive),BS IV,55 litres,Diesel,1630 mm,4270 mm,1780 mm,SUV,5,6,190 mm,Digital,Analog,5,Manual,Yes,Yes,2
Hyundai,Creta,1.6 Vtvt E Plus,"Rs. 9,99,990",1591 cc,4,4,FWD (Front Wheel Drive),BS IV,55 litres,Petrol,1630 mm,4270 mm,1780 mm,SUV,5,6,190 mm,Digital,Analog,5,Manual,Yes,Yes,2
Hyundai,Creta,1.6 Vtvt Sx,"Rs. 12,32,534",1591 cc,4,4,FWD (Front Wheel Drive),BS IV,55 litres,Petrol,1630 mm,4270 mm,1780 mm,SUV,5,6,190 mm,Digital,Analog,5,Manual,Yes,Yes,2
Hyundai,Creta,1.6 Vtvt Sx (O),"Rs. 13,94,437",1591 cc,4,4,FWD (Front Wheel Drive),BS IV,55 litres,Petrol,1630 mm,4270 mm,1780 mm,SUV,5,6,190 mm,Digital,Analog,5,Manual,Yes,Yes,6
Hyundai,Creta,1.6 Vtvt Sx At,"Rs. 13,77,363",1591 cc,4,4,FWD (Front Wheel Drive),BS IV,55 litres,Petrol,1630 mm,4270 mm,1780 mm,SUV,5,6,190 mm,Digital,Analog,5,Automatic,Yes,Yes,2
