Make,Model,Variant,Ex-Showroom_Price,Displacement,Cylinders,Valves_Per_Cylinder,Drivetrain,Emission_Norm,Fuel_Tank_Capacity,Fuel_Type,Height,Length,Width,Body_Type,Doors,Gears,Ground_Clearance,Odometer,Speedometer,Seating_Capacity,Transmission,ABS_(Anti-lock_Braking_System),EBD_(Electronic_Brake-force_Distribution),Number_of_Airbags
Tata,Nano Genx,Xt,"Rs. 2,92,667",624 cc,2,2,RWD (Rear Wheel Drive),BS IV,24 litres,Petrol,1652 mm,3164 mm,1750 mm,Hatchback,5,4,180 mm,Digital,Analog,4,Manual,,,
Tata,Nano Genx,Xe,"Rs. 2,36,447",624 cc,2,2,RWD (Rear Wheel Drive),BS IV,24 litres,Petrol,1652 mm,3164 mm,1750 mm,Hatchback,5,4,180 mm,Digital,Analog,4,Manual,,,
Tata,Nano Genx,Emax Xm,"Rs. 2,96,661",624 cc,2,2,RWD (Rear Wheel Drive),BS IV,15 litres,CNG,1652 mm,3164 mm,1750 mm,Hatchback,4,4,180 mm,Digital,Analog,4,Manual,,,
Tata,Nano Genx,Xta,"Rs. 3,34,768",624 cc,2,2,RWD (Rear Wheel Drive),BS IV,24 litres,Petrol,1652 mm,3164 mm,1750 mm,Hatchback,5,5,180 mm,Digital,Analog,4,Automatic,,,
Tata,Nano Genx,Xm,"Rs. 2,72,223",624 cc,2,2,RWD (Rear Wheel Drive),BS IV,24 litres,Petrol,1652 mm,3164 mm,1750 mm,Hatchback,5,4,180 mm,Digital,Analog,4,Manual,,,
Tata,Nano Genx,Xma,"Rs. 3,14,815",624 cc,2,2,RWD (Rear Wheel Drive),BS IV,24 litres,Petrol,1652 mm,3164 mm,1750 mm,Hatchback,5,5,180 mm,Digital,Analog,4,Automatic,,,
Datsun,Redi-Go,D,"Rs. 2,79,650",799 cc,3,4,FWD (Front Wheel Drive),BS IV,28 litres,Petrol,1541 mm,3429 mm,1560 mm,Hatchback,5,5,185 mm,Digital,Analog,5,Manual,Yes,,
Datsun,Redi-Go,T,"Rs. 3,51,832",799 cc,3,4,FWD (Front Wheel Drive),BS IV,28 litres,Petrol,1541 mm,3429 mm,1560 mm,Hatchback,5,5,185 mm,Digital,Analog,5,Manual,,,
Datsun,Redi-Go,A,"Rs. 3,33,419",799 cc,3,4,FWD (Front Wheel Drive),BS IV,28 litres,Petrol,1541 mm,3429 mm,1560 mm,Hatchback,5,5,185 mm,Digital,Analog,5,Manual,,,
Datsun,Redi-Go,S,"Rs. 3,62,000",799 cc,3,4,FWD (Front Wheel Drive),BS IV,28 litres,Petrol,1541 mm,3429 mm,1560 mm,Hatchback,5,5,185 mm,Digital,Analog,5,Manual,,,
Datsun,Redi-Go,1.0 S,"Rs. 3,90,000",999 cc,3,4,FWD (Front Wheel Drive),BS IV,28 litres,Petrol,1541 mm,3429 mm,1560 mm,Hatchback,5,5,185 mm,Digital,Analog,5,Manual,,,
Datsun,Redi-Go,1.0 S Amt,"Rs. 4,37,065",999 cc,3,4,FWD (Front Wheel Drive),BS IV,28 litres,Petrol,1541 mm,3429 mm,1560 mm,Hatchback,5,5,185 mm,Digital,Analog,5,Automatic,,,
Renault,Kwid,Rxe 0.8,"Rs. 3,53,290",799 cc,3,4,FWD (Front Wheel Drive),BS 6,28 litres,Petrol,1490 mm,3731 mm,1579 mm,Hatchback,5,6,184 mm,Digital,Digital,5,Manual,Yes,Yes,1
Renault,Kwid,Std 0.8,"Rs. 2,83,290",799 cc,3,4,FWD (Front Wheel Drive),BS 6,28 litres,Petrol,1490 mm,3731 mm,1579 mm,Hatchback,5,5,184 mm,Digital,Digital,5,Manual,Yes,Yes,1
Renault,Kwid,Rxl 0.8,"Rs. 3,83,290",799 cc,3,4,FWD (Front Wheel Drive),BS 6,28 litres,Petrol,1490 mm,3731 mm,1579 mm,Hatchback,5,5,184 mm,Digital,Digital,5,Manual,Yes,Yes,1
Renault,Kwid,Rxt 0.8,"Rs. 4,13,290",799 cc,3,4,FWD (Front Wheel Drive),BS 6,28 litres,Petrol,1490 mm,3731 mm,1580 mm,Hatchback,5,5,184 mm,Digital,Digital,5,Manual,Yes,Yes,1
Renault,Kwid,Rxt 1.0,"Rs. 4,33,290",999 cc,3,4,FWD (Front Wheel Drive),BS 6,28 litres,Petrol,1490 mm,3731 mm,1579 mm,Hatchback,5,5,184 mm,Digital,Digital,5,Manual,Yes,Yes,1
Renault,Kwid,Climber 1.0 Mt,"Rs. 4,54,490",999 cc,3,4,FWD (Front Wheel Drive),BS 6,28 litres,Petrol,1490 mm,3731 mm,1579 mm,Hatchback,5,5,184 mm,Digital,Digital,5,Manual,Yes,Yes,1
Renault,Kwid,Rxt Amt 1.0,"Rs. 4,63,290",999 cc,3,4,FWD (Front Wheel Drive),BS 6,28 litres,Petrol,1490 mm,3731 mm,1579 mm,Hatchback,5,,184 mm,Digital,Digital,5,Automatic,Yes,Yes,1
Renault,Kwid,Climber Amt 1.0,"Rs. 4,84,490",999 cc,3,4,FWD (Front Wheel Drive),BS 6,28 litres,Petrol,1490 mm,3731 mm,1579 mm,Hatchback,5,,184 mm,Digital,Digital,5,Automatic,Yes,Yes,1
Renault,Kwid,Rxt (O) 1.0,"Rs. 4,40,990",999 cc,3,4,FWD (Front Wheel Drive),BS 6,28 litres,Petrol,1490 mm,3731 mm,1579 mm,Hatchback,5,5,184 mm,Digital,Digital,5,Manual,Yes,Yes,2
Renault,Kwid,Rxt (O) Amt 1.0,"Rs. 4,70,990",999 cc,3,4,FWD (Front Wheel Drive),BS 6,28 litres,Petrol,1490 mm,3731 mm,1579 mm,Hatchback,5,5,184 mm,Digital,Digital,5,Automatic,Yes,Yes,2
Renault,Kwid,Climber (O) Mt 1.0,"Rs. 4,62,190",999 cc,3,4,FWD (Front Wheel Drive),BS 6,28 litres,Petrol,1490 mm,3731 mm,1579 mm,Hatchback,5,5,184 mm,Digital,Digital,5,Manual,Yes,Yes,2
Renault,Kwid,Climber (O) Amt 1.0,"Rs. 4,92,190",999 cc,3,4,FWD (Front Wheel Drive),BS 6,28 litres,Petrol,1490 mm,3731 mm,1579 mm,Hatchback,5,,184 mm,Digital,Digital,5,Automatic,Yes,Yes,2
Maruti Suzuki,Eeco,5 Str,"Rs. 3,52,136",1196 cc,4,4,RWD (Rear Wheel Drive),BS 6,40 litres,Petrol,1800 mm,3675 mm,1475 mm,MPV,5,5,160 mm,Digital,Analog,5,Manual,Yes,Yes,1
Maruti Suzuki,Eeco,7 Str,"Rs. 3,80,573",1196 cc,4,4,FWD (Front Wheel Drive),BS 6,40 litres,Petrol,1800 mm,3675 mm,1475 mm,MPV,5,5,160 mm,Digital,Analog,7,Manual,Yes,Yes,1
Maruti Suzuki,Eeco,5 Str With Ac+Htr,"Rs. 3,92,967",1196 cc,4,4,RWD (Rear Wheel Drive),BS 6,40 litres,Petrol,1800 mm,3675 mm,1475 mm,MPV,5,5,160 mm,Digital,Analog,5,Manual,,,
Maruti Suzuki,Eeco,5 Str With Ac+Htr Cng,"Rs. 4,66,057",1196 cc,4,4,RWD (Rear Wheel Drive),BS 6,40 litres,CNG,1800 mm,3675 mm,1475 mm,MPV,5,5,160 mm,Digital,Analog,5,Manual,Yes,Yes,1
Maruti Suzuki,Eeco,5 Str With Htr Cng,"Rs. 4,25,255",1196 cc,4,4,RWD (Rear Wheel Drive),BS 6,40 litres,CNG,1800 mm,3675 mm,1475 mm,MPV,5,5,160 mm,Digital,Analog,5,Manual,Yes,Yes,1
Maruti Suzuki,Alto K10,Lxi,"Rs. 3,77,588",998 cc,3,4,FWD (Front Wheel Drive),BS IV,35 litres,Petrol,1475 mm,3545 mm,1490 mm,Hatchback,5,5,160 mm,Digital,Analog,5,Manual,Yes,Yes,1
Maruti Suzuki,Alto K10,Vxi,"Rs. 3,94,036",998 cc,3,4,FWD (Front Wheel Drive),BS IV,35 litres,Petrol,1475 mm,3545 mm,1490 mm,Hatchback,5,5,160 mm,Digital,Analog,5,Manual,Yes,Yes,1
Maruti Suzuki,Alto K10,Lx,"Rs. 3,60,843",998 cc,3,4,FWD (Front Wheel Drive),BS IV,35 litres,Petrol,1475 mm,3545 mm,1490 mm,Hatchback,5,5,160 mm,Digital,Analog,5,Manual,Yes,Yes,1
Maruti Suzuki,Alto K10,Vxi (O),"Rs. 4,07,238",998 cc,3,4,FWD (Front Wheel Drive),BS IV,35 litres,Petrol,1460 mm,3620 mm,1475 mm,Hatchback,5,5,160 mm,Digital,Analog,5,Manual,,,1
Maruti Suzuki,Alto K10,Lxi Cng (O),"Rs. 4,39,777",998 cc,3,4,FWD (Front Wheel Drive),BS IV,35 litres,CNG,1475 mm,3545 mm,1490 mm,Hatchback,5,5,160 mm,Digital,Analog,5,Manual,,,1
Maruti Suzuki,Alto K10,Vxi Amt (O),"Rs. 4,38,559",998 cc,3,4,FWD (Front Wheel Drive),BS IV,35 litres,Petrol,1475 mm,3545 mm,1490 mm,Hatchback,5,5,160 mm,Digital,Analog,5,Automatic,,,1
Datsun,Go,D,"Rs. 3,74,990",1198 cc,3,4,FWD (Front Wheel Drive),BS IV,35 litres,Petrol,1507 mm,3788 mm,1636 mm,Hatchback,5,5,180 mm,Digital,Analog,5,Manual,Yes,Yes,2
Datsun,Go,T,"Rs. 4,68,229",1198 cc,3,4,FWD (Front Wheel Drive),BS IV,35 litres,Petrol,1507 mm,3788 mm,1636 mm,Hatchback,5,5,180 mm,Digital,Analog,5,Manual,Yes,Yes,2
Datsun,Go,T (O),"Rs. 5,02,492",1198 cc,3,4,FWD (Front Wheel Drive),BS IV,35 litres,Petrol,1507 mm,3788 mm,1636 mm,Hatchback,5,5,180 mm,Digital,Analog,5,Manual,Yes,Yes,2
Datsun,Go,A (O),"Rs. 4,99,990",1198 cc,3,4,FWD (Front Wheel Drive),BS IV,35 litres,Petrol,1507 mm,3788 mm,1636 mm,Hatchback,5,5,180 mm,Digital,Analog,5,Manual,Yes,Yes,2
Datsun,Go,A,"Rs. 4,69,990",1198 cc,3,4,FWD (Front Wheel Drive),BS IV,35 litres,Petrol,1507 mm,3788 mm,1636 mm,Hatchback,5,5,180 mm,Digital,Analog,5,Manual,Yes,Yes,2
Datsun,Go,T Vdc,"Rs. 5,28,464",1198 cc,3,4,FWD (Front Wheel Drive),BS IV,35 litres,Petrol,1507 mm,3788 mm,1636 mm,Hatchback,5,5,180 mm,Digital,Analog,5,Manual,Yes,Yes,2
Datsun,Go,T (O) Vdc,"Rs. 5,53,015",1198 cc,3,4,FWD (Front Wheel Drive),BS IV,35 litres,Petrol,1507 mm,3788 mm,1636 mm,Hatchback,5,5,180 mm,Digital,Analog,5,Manual,Yes,Yes,2
Datsun,Go,T Cvt,"Rs. 5,94,464",1198 cc,3,4,FWD (Front Wheel Drive),BS IV,35 litres,Petrol,1507 mm,3788 mm,1636 mm,Hatchback,5,5,180 mm,Digital,Analog,5,Manual,Yes,Yes,2
Datsun,Go,T (O) Cvt,"Rs. 6,18,015",1198 cc,3,4,FWD (Front Wheel Drive),BS IV,35 litres,Petrol,1507 mm,3788 mm,1636 mm,Hatchback,5,5,180 mm,Digital,Analog,5,Manual,Yes,Yes,2
Maruti Suzuki,Celerio Tour,H2,"Rs. 4,22,444",998 cc,3,4,FWD (Front Wheel Drive),BS IV,35 litres,Petrol,1560 mm,3600 mm,1600 mm,Hatchback,5,5,165 mm,Digital,Analog,5,Manual,Yes,,2
Maruti Suzuki,Celerio Tour,H2 Cng,"Rs. 4,80,670",998 cc,3,4,FWD (Front Wheel Drive),BS IV,60 litres,CNG,1560 mm,3695 mm,1600 mm,Hatchback,5,5,165 mm,Digital,Analog,5,Manual,,,2
Hyundai,Santro,Era Mt,"Rs. 4,29,990",1086 cc,4,4,FWD (Front Wheel Drive),BS IV,35 litres,Petrol,1560 mm,3610 mm,1645 mm,Hatchback,4,5,,Analog,Analog,5,Manual,Yes,Yes,1
Hyundai,Santro,Magna Mt,"Rs. 5,03,990",1086 cc,4,4,FWD (Front Wheel Drive),BS IV,35 litres,Petrol,1560 mm,3610 mm,1645 mm,Hatchback,4,5,,Analog,Analog,5,Manual,Yes,Yes,1
Hyundai,Santro,Magna Mt Cng,"Rs. 5,47,990",1086 cc,4,4,FWD (Front Wheel Drive),BS IV,35 litres,CNG,1560 mm,3610 mm,1645 mm,Hatchback,4,5,,Digital,Digital,5,Manual,Yes,Yes,1
Hyundai,Santro,Magna Amt,"Rs. 5,30,990",1086 cc,4,4,FWD (Front Wheel Drive),BS IV,35 litres,Petrol,1560 mm,3610 mm,1645 mm,Hatchback,4,5,,Analog,Analog,5,AMT,Yes,Yes,1
Hyundai,Santro,Sportz Mt,"Rs. 5,12,990",1086 cc,4,4,FWD (Front Wheel Drive),BS IV,35 litres,Petrol,1560 mm,3610 mm,1645 mm,Hatchback,4,5,,Analog,Analog,5,Manual,Yes,Yes,1
Hyundai,Santro,Sportz Mt Cng,"Rs. 5,78,990",1086 cc,4,4,FWD (Front Wheel Drive),BS IV,60 litres,CNG,1560 mm,3610 mm,1645 mm,Hatchback,4,5,,Analog,Analog,5,Manual,Yes,Yes,1
Hyundai,Santro,Sportz Amt,"Rs. 5,70,990",1086 cc,4,4,FWD (Front Wheel Drive),BS IV,35 litres,Petrol,1560 mm,3610 mm,1645 mm,Hatchback,4,5,,Analog,Analog,5,AMT,Yes,Yes,1
Hyundai,Santro,Asta Mt,"Rs. 5,56,490",1086 cc,4,4,FWD (Front Wheel Drive),BS IV,35 litres,Petrol,1560 mm,3610 mm,1645 mm,Hatchback,4,5,,Analog,Analog,5,Manual,Yes,Yes,2
Tata,Tiago,Revotron Xe,"Rs. 4,60,000",1199 cc,3,4,FWD (Front Wheel Drive),BS 6,35 litres,Petrol,1535 mm,3765 mm,1677 mm,Hatchback,5,5,,Digital,Analog,5,Manual,Yes,Yes,2
Tata,Tiago,Revotron Xt,"Rs. 5,20,000",1199 cc,3,4,FWD (Front Wheel Drive),BS 6,35 litres,Petrol,1535 mm,3746 mm,1647 mm,Hatchback,5,5,170 mm,Digital,Analog,5,Manual,Yes,Yes,2
Tata,Tiago,Revotron Xz,"Rs. 5,70,000",1199 cc,3,4,FWD (Front Wheel Drive),BS 6,35 litres,Petrol,1535 mm,3746 mm,1647 mm,Hatchback,5,5,170 mm,Digital,Analog,5,Manual,Yes,Yes,2
Tata,Tiago,Revotron Xz Plus,"Rs. 5,99,000",1199 cc,3,4,FWD (Front Wheel Drive),BS 6,35 litres,Petrol,1535 mm,3746 mm,1647 mm,Hatchback,5,5,170 mm,Digital,Analog,5,Manual,Yes,Yes,2
Tata,Tiago,Revotron Xz Plus Dual Tone,"Rs. 6,10,000",1199 cc,3,4,FWD (Front Wheel Drive),BS 6,35 litres,Petrol,1535 mm,3746 mm,1647 mm,Hatchback,5,5,170 mm,Digital,Analog,5,Manual,Yes,Yes,2
Tata,Tiago,Revotron Xza,"Rs. 6,20,000",1199 cc,3,4,FWD (Front Wheel Drive),BS 6,35 litres,Petrol,1535 mm,3746 mm,1647 mm,Hatchback,5,5,170 mm,Digital,Analog,5,AMT,Yes,Yes,2
Tata,Tiago,Revotron Xza Plus,"Rs. 6,49,000",1199 cc,3,4,FWD (Front Wheel Drive),BS 6,35 litres,Petrol,1535 mm,3746 mm,1647 mm,Hatchback,5,5,170 mm,Digital,Analog,5,AMT,Yes,Yes,2
Tata,Tiago,Revotron Xza Plus Dual Tone,"Rs. 6,60,000",1199 cc,3,4,FWD (Front Wheel Drive),BS 6,35 litres,Petrol,1535 mm,3746 mm,1647 mm,Hatchback,5,5,170 mm,Digital,Analog,5,AMT,Yes,Yes,2
Maruti Suzuki,Celerio X,Vxi (O),"Rs. 4,81,074",998 cc,3,4,FWD (Front Wheel Drive),BS IV,35 litres,Petrol,1560 mm,3600 mm,1600 mm,Hatchback,5,5,165 mm,Digital,Analog,5,Manual,Yes,,2
Maruti Suzuki,Celerio X,Vxi,"Rs. 4,75,198",998 cc,3,4,FWD (Front Wheel Drive),BS IV,35 litres,Petrol,1560 mm,3600 mm,1600 mm,Hatchback,5,5,165 mm,Digital,Analog,5,Manual,,,1
Maruti Suzuki,Celerio X,Vxi Amt,"Rs. 5,18,198",998 cc,3,4,FWD (Front Wheel Drive),BS IV,35 litres,Petrol,1560 mm,3600 mm,1600 mm,Hatchback,5,5,165 mm,Digital,Analog,5,Automatic,,,1
Maruti Suzuki,Celerio X,Vxi Amt (O),"Rs. 5,24,074",998 cc,3,4,FWD (Front Wheel Drive),BS IV,35 litres,Petrol,1560 mm,3600 mm,1600 mm,Hatchback,5,5,165 mm,Digital,Analog,5,Automatic,Yes,,2
Maruti Suzuki,Celerio X,Zxi,"Rs. 4,99,734",998 cc,3,4,FWD (Front Wheel Drive),BS IV,35 litres,Petrol,1560 mm,3600 mm,1600 mm,Hatchback,5,5,165 mm,Digital,Analog,5,Manual,,,1
Maruti Suzuki,Celerio X,Zxi (O),"Rs. 5,40,350",998 cc,3,4,FWD (Front Wheel Drive),BS IV,35 litres,Petrol,1560 mm,3600 mm,1600 mm,Hatchback,5,5,165 mm,Digital,Analog,5,Manual,Yes,,2
Maruti Suzuki,Celerio X,Zxi Amt,"Rs. 5,42,735",998 cc,3,4,FWD (Front Wheel Drive),BS IV,35 litres,Petrol,1560 mm,3600 mm,1600 mm,Hatchback,5,5,165 mm,Digital,Analog,5,Automatic,,,1
Maruti Suzuki,Celerio X,Zxi Amt (O),"Rs. 5,52,350",998 cc,3,4,FWD (Front Wheel Drive),BS IV,35 litres,Petrol,1560 mm,3600 mm,1600 mm,Hatchback,5,5,165 mm,Digital,Analog,5,Automatic,Yes,,2
Maruti Suzuki,Ignis,Alpha 1.2 Amt,"Rs. 7,13,898",1197 cc,4,4,FWD (Front Wheel Drive),BS IV,32 litres,Petrol,1595 mm,3700 mm,1690 mm,Hatchback,5,,180 mm,Analog,Analog,5,AMT,Yes,Yes,2
Maruti Suzuki,Ignis,Alpha 1.2 Mt,"Rs. 6,66,898",1197 cc,4,4,FWD (Front Wheel Drive),BS IV,32 litres,Petrol,1595 mm,3700 mm,1690 mm,Hatchback,5,,180 mm,Analog,Analog,5,Manual,Yes,Yes,2
Maruti Suzuki,Ignis,Delta 1.2 Amt,"Rs. 6,07,841",1197 cc,4,4,FWD (Front Wheel Drive),BS IV,32 litres,Petrol,1595 mm,3700 mm,1690 mm,Hatchback,5,5,180 mm,Digital,Analog,5,AMT,Yes,Yes,2
Maruti Suzuki,Ignis,Delta 1.2 Mt,"Rs. 5,60,841",1197 cc,4,4,FWD (Front Wheel Drive),BS IV,32 litres,Petrol,1595 mm,3700 mm,1690 mm,Hatchback,5,5,180 mm,Digital,Analog,5,Manual,Yes,Yes,2
Maruti Suzuki,Ignis,Sigma 1.2 Mt,"Rs. 4,83,320",1197 cc,4,4,FWD (Front Wheel Drive),BS IV,32 litres,Petrol,1595 mm,3700 mm,1690 mm,Hatchback,5,,180 mm,Analog,Analog,5,Manual,Yes,Yes,2
Maruti Suzuki,Ignis,Zeta 1.2 Amt,"Rs. 6,30,320",1197 cc,4,4,FWD (Front Wheel Drive),BS IV,32 litres,Petrol,1595 mm,3700 mm,1690 mm,Hatchback,5,,180 mm,Analog,Analog,5,AMT,Yes,Yes,2
Maruti Suzuki,Ignis,Zeta 1.2 Mt,"Rs. 5,83,320",1197 cc,4,4,FWD (Front Wheel Drive),BS IV,32 litres,Petrol,1595 mm,3700 mm,1690 mm,Hatchback,5,,180 mm,Analog,Analog,5,Manual,Yes,Yes,2
Renault,Triber,Rxe,"Rs. 4,95,000",999 cc,3,4,FWD (Front Wheel Drive),BS 6,40 litres,Petrol,1643 mm,3990 mm,1739 mm,MUV,5,5,182 mm,Digital,"Analog, Digital",7,Manual,Yes,Yes,2
Renault,Triber,Rxl,"Rs. 5,59,000",999 cc,3,4,FWD (Front Wheel Drive),BS 6,40 litres,Petrol,1643 mm,3990 mm,1739 mm,MUV,5,5,182 mm,Digital,"Analog, Digital",7,Manual,Yes,Yes,2
Renault,Triber,Rxt,"Rs. 6,09,000",999 cc,3,4,FWD (Front Wheel Drive),BS 6,40 litres,Petrol,1643 mm,3990 mm,1739 mm,MUV,5,5,182 mm,Digital,"Digital, Analog",7,Manual,Yes,Yes,2
Renault,Triber,Rxz,"Rs. 6,63,000",999 cc,3,4,FWD (Front Wheel Drive),BS 6,40 litres,Petrol,1643 mm,3990 mm,1739 mm,MUV,5,5,182 mm,Digital,"Analog, Digital",7,Manual,Yes,Yes,4
Premier,Rio,Gx,"Rs. 5,06,000",1173 cc,4,4,FWD (Front Wheel Drive),BS IV,46 litres,Petrol,1730 mm,3970 mm,1570 mm,SUV,5,5,200 mm,Digital,Analog,5,Manual,Yes,Yes,
Premier,Rio,Ex,"Rs. 5,68,623",1489 cc,4,4,FWD (Front Wheel Drive),BS IV,46 litres,Diesel,1730 mm,3970 mm,1570 mm,SUV,5,5,200 mm,,,5,Manual,,,
Premier,Rio,Glx,"Rs. 6,70,000",1173 cc,4,4,FWD (Front Wheel Drive),BS IV,46 litres,Petrol,1730 mm,3970 mm,1570 mm,SUV,5,5,200 mm,Digital,Analog,5,Manual,Yes,Yes,
Premier,Rio,Dx,"Rs. 6,03,000",1489 cc,4,4,FWD (Front Wheel Drive),BS IV,46 litres,Diesel,1730 mm,3970 mm,1570 mm,SUV,5,5,200 mm,Digital,Analog,5,Manual,Yes,Yes,
Premier,Rio,Lx,"Rs. 7,39,000",1489 cc,4,4,FWD (Front Wheel Drive),BS IV,46 litres,Diesel,1730 mm,3970 mm,1570 mm,SUV,5,5,200 mm,Digital,Analog,5,Manual,Yes,Yes,
Premier,Rio,Crdi4,"Rs. 7,39,000",1248 cc,4,4,FWD (Front Wheel Drive),BS IV,46 litres,Diesel,1730 mm,3970 mm,1570 mm,SUV,5,5,200 mm,Digital,Analog,5,Manual,Yes,Yes,
Toyota,Etios Liva,G,"Rs. 5,20,300",1197 cc,4,4,FWD (Front Wheel Drive),BS IV,45 litres,Petrol,1510 mm,3884 mm,1695 mm,Hatchback,5,5,170 mm,Digital,Analog,5,Manual,Yes,Yes,2
Toyota,Etios Liva,V,"Rs. 5,81,000",1197 cc,4,4,FWD (Front Wheel Drive),BS IV,45 litres,Petrol,1510 mm,3884 mm,1695 mm,Hatchback,5,5,170 mm,Digital,Analog,5,Manual,Yes,Yes,2
Toyota,Etios Liva,Gd,"Rs. 6,47,800",1364 cc,4,2,FWD (Front Wheel Drive),BS IV,45 litres,Diesel,1510 mm,3884 mm,1695 mm,Hatchback,5,5,170 mm,Digital,Analog,5,Manual,Yes,Yes,2
Toyota,Etios Liva,Vx,"Rs. 6,30,000",1197 cc,4,4,FWD (Front Wheel Drive),BS IV,45 litres,Petrol,1510 mm,3884 mm,1695 mm,Hatchback,5,5,170 mm,Digital,Analog,5,Manual,Yes,Yes,2
Toyota,Etios Liva,Vxd,"Rs. 7,45,000",1364 cc,4,2,FWD (Front Wheel Drive),BS IV,45 litres,Diesel,1510 mm,3884 mm,1695 mm,Hatchback,5,5,170 mm,Digital,Analog,5,Manual,Yes,Yes,2
Toyota,Etios Liva,Vd,"Rs. 7,04,000",1364 cc,4,2,FWD (Front Wheel Drive),BS IV,45 litres,Diesel,1510 mm,3884 mm,1695 mm,Hatchback,5,5,170 mm,Digital,Analog,5,Manual,Yes,Yes,2
Toyota,Etios Liva,Dual Tone V,"Rs. 5,97,700",1197 cc,4,4,FWD (Front Wheel Drive),BS IV,45 litres,Petrol,1510 mm,3884 mm,1695 mm,Hatchback,5,5,170 mm,Digital,Analog,5,Manual,Yes,Yes,2
Toyota,Etios Liva,Dual Tone Vd,"Rs. 7,20,700",1364 cc,4,2,FWD (Front Wheel Drive),BS IV,45 litres,Diesel,1510 mm,3884 mm,1695 mm,Hatchback,5,5,170 mm,Digital,Analog,5,Manual,Yes,Yes,2
Toyota,Etios Liva,Dual Tone Vx,"Rs. 6,41,700",1197 cc,4,4,FWD (Front Wheel Drive),BS IV,45 litres,Petrol,1510 mm,3884 mm,1695 mm,Hatchback,5,5,170 mm,Digital,Analog,5,Manual,Yes,Yes,2
Toyota,Etios Liva,Dual Tone Vxd,"Rs. 7,56,700",1364 cc,4,2,FWD (Front Wheel Drive),BS IV,45 litres,Diesel,1510 mm,3884 mm,1695 mm,Hatchback,5,5,170 mm,Digital,Analog,5,Manual,Yes,Yes,2
Toyota,Etios Liva,Gx,"Rs. 5,58,400",1197 cc,4,4,FWD (Front Wheel Drive),BS IV,45 litres,Petrol,1510 mm,3884 mm,1695 mm,Hatchback,5,5,170 mm,Digital,Analog,5,Manual,Yes,Yes,2
Toyota,Etios Liva,Gxd,"Rs. 6,86,000",1364 cc,4,2,FWD (Front Wheel Drive),BS IV,45 litres,Diesel,1510 mm,3884 mm,1695 mm,Hatchback,5,5,170 mm,Digital,Analog,5,Manual,Yes,Yes,2
Toyota,Etios Liva,Vx Dual Tone Limited Edition,"Rs. 6,62,700",1197 cc,4,4,FWD (Front Wheel Drive),BS IV,45 litres,Petrol,1510 mm,3884 mm,1695 mm,Hatchback,5,5,170 mm,Digital,Analog,5,Manual,Yes,Yes,2
Toyota,Etios Liva,Vxd Dual Tone Limited Edition,"Rs. 7,77,700",1364 cc,4,2,FWD (Front Wheel Drive),BS IV,45 litres,Diesel,1510 mm,3884 mm,1695 mm,Hatchback,5,5,170 mm,Digital,Analog,5,Manual,Yes,Yes,2
Nissan,Micra Active,Xl,"Rs. 5,25,021",1198 cc,3,12,FWD (Front Wheel Drive),BS IV,41 litres,Petrol,1530 mm,3801 mm,1665 mm,Hatchback,5,5,154 mm,Digital,Analog,5,Manual,,,2
Nissan,Micra Active,Xv,"Rs. 5,99,950",1198 cc,3,4,FWD (Front Wheel Drive),BS IV,41 litres,Petrol,1530 mm,3801 mm,1665 mm,Hatchback,5,5,154 mm,Digital,Analog,5,Manual,Yes,Yes,2
Nissan,Micra Active,Xl (O),"Rs. 5,63,133",1198 cc,3,12,FWD (Front Wheel Drive),BS IV,41 litres,Petrol,1530 mm,3801 mm,1665 mm,Hatchback,5,5,154 mm,Digital,Analog,5,Manual,,,2
Tata,Bolt,Xt Diesel,"Rs. 7,87,980",1248 cc,4,4,FWD (Front Wheel Drive),BS IV,44 litres,Diesel,1562 mm,3825 mm,1695 mm,Hatchback,5,5,165 mm,Digital,Analog,5,Manual,Yes,Yes,2
Tata,Bolt,Xe Diesel,"Rs. 6,61,111",1248 cc,4,4,FWD (Front Wheel Drive),BS IV,44 litres,Diesel,1562 mm,3825 mm,1695 mm,Hatchback,5,5,165 mm,Digital,Analog,5,Manual,,,
Tata,Bolt,Xm Diesel,"Rs. 6,93,798",1248 cc,4,4,FWD (Front Wheel Drive),BS IV,44 litres,Diesel,1562 mm,3825 mm,1695 mm,Hatchback,5,5,165 mm,Digital,Analog,5,Manual,Yes,Yes,
Tata,Bolt,Xms Diesel,"Rs. 7,19,661",1248 cc,4,4,FWD (Front Wheel Drive),BS IV,44 litres,Diesel,1562 mm,3825 mm,1695 mm,Hatchback,5,5,165 mm,Digital,Analog,5,Manual,Yes,Yes,2
Tata,Bolt,Xt Petrol,"Rs. 6,74,960",1193 cc,4,4,FWD (Front Wheel Drive),BS IV,44 litres,Petrol,1562 mm,3825 mm,1695 mm,Hatchback,5,5,165 mm,Digital,Analog,5,Manual,Yes,Yes,2
Tata,Bolt,Xe Petrol,"Rs. 5,29,035",1193 cc,4,4,FWD (Front Wheel Drive),BS IV,44 litres,Petrol,1562 mm,3825 mm,1695 mm,Hatchback,5,5,165 mm,Digital,Analog,5,Manual,,,
Tata,Bolt,Xm Petrol,"Rs. 5,90,268",1193 cc,4,4,FWD (Front Wheel Drive),BS IV,44 litres,Petrol,1562 mm,3825 mm,1695 mm,Hatchback,5,5,165 mm,Digital,Analog,5,Manual,Yes,Yes,
